0
69.0411	147.579
13.7688	52.7306
52.1821	198.75
32.8443	219.29
179.315	1.72665
215.712	236.514
10.5294	75.3159
41.577	180.3
238.414	136.47
213.935	231.281
19.2023	80.1411
143.141	181.483
166.145	216.202
4.75143	226.978
235.71	87.8608
170.234	92.7711
160.446	1.06594
100.3	232.938
173.209	99.2072
58.0448	150.555
218.523	142.257
147.917	76.6831
27.0249	6.48525
126.038	163.007
212.497	67.5132
177.984	70.4755
151.357	231.225
154.818	232.892
68.8369	141.281
45.4751	205.819
13.9688	107.298
27.9367	201.668
173.408	142.135
224.11	49.1625
229.71	214.47
190.987	231.133
94.3445	17.4594
97.2508	70.0365
88.0445	130.708
70.4614	85.3075
98.344	230.359
163.224	86.9352
65.9049	80.5289
179.729	37.4086
91.297	170.724
172.581	201.588
131.6	32.8404
117.208	180.734
7.18182	122.734
145.154	229.113
88.3487	208.525
222.859	157.594
1.38511	79.3727
172.845	213.412
219.054	186.581
131.583	232.419
115.573	119.178
7.92804	59.1033
179.54	233.153
83.8511	39.8006
147.096	63.3606
79.6722	221.914
170.093	10.7224
30.3708	136.613
19.8766	25.9174
109.477	202.975
41.3403	161.388
207.148	218.305
0.527803	1.67209
53.7952	212.475
239.599	148.213
56.2903	131.047
77.381	37.6279
238.855	168.346
186.561	246.714
37.5817	115.028
142.503	185.429
72.72	74.4083
232.845	161.226
83.8215	243.315
228.894	154.749
89.2688	71.9525
41.7972	128.474
240.411	141.579
80.7452	155.234
34.5185	83.6267
83.0512	20.2802
142.131	240.427
94.3788	110.181
224.066	187.009
150.139	234.106
236.823	31.9973
56.7903	199.813
168.338	52.2981
1.51543	213.734
210.412	233.779
109.726	241.186
157.926	79.6065
83.3191	1.66429
201.187	184.135
